type,subscriberId,account,startDateTime,watchedTime,contentId,title,channel,endDateTime
Show,sam.altman@chatgpt.com,5432,2026-02-12T11:25:40.000Z,1320,100740,Seinfeld - The Maid,,2026-02-12T12:01:19.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T22:42:21.000Z,2280,100521,Lost - Follow the Leader,,2026-02-12T23:20:21.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T08:47:32.000Z,3300,100393,"Game of Thrones - Unbowed, Unbent, Unbroken",,2026-02-12T09:42:32.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T09:02:02.000Z,1140,100622,Seinfeld - The Outing,,2026-02-12T09:21:02.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T06:42:56.000Z,2580,100449,Lost - Everybody Hates Hugo,,2026-02-12T07:53:05.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T19:08:45.000Z,1440,100575,Seinfeld - The Apartment,,2026-02-12T19:32:45.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T03:36:49.000Z,1260,100157,Friends - The One with the Butt,,2026-02-12T03:57:49.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T10:35:23.000Z,2700,100463,Lost - Dave,,2026-02-12T11:20:23.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T08:03:56.000Z,2520,100517,"Lost - Whatever Happened, Happened",,2026-02-12T08:45:56.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T02:32:24.000Z,1380,100636,Seinfeld - The Non-Fat Yogurt,,2026-02-12T02:55:24.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T02:29:34.000Z,1800,100009,The Wonder Years - Christmas,,2026-02-12T02:59:34.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T06:27:03.000Z,3540,100143,Westworld - Passed Pawn,,2026-02-12T07:26:03.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T19:16:15.000Z,1260,100568,Seinfeld - The Robbery,,2026-02-12T19:46:55.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T22:35:30.000Z,480,100094,The Wonder Years - Broken Hearts and Burgers,,2026-02-12T22:43:30.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T03:41:07.000Z,1140,100684,Seinfeld - The Sponge,,2026-02-12T04:18:23.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T20:20:13.000Z,1080,100733,Seinfeld - The Reverse Peephole,,2026-02-12T20:38:13.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T02:17:55.000Z,1440,100655,Seinfeld - The Chinese Woman,,2026-02-12T02:41:55.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T10:00:40.000Z,1380,100209,Friends - The One Without the Ski Trip,,2026-02-12T10:23:40.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T07:29:16.000Z,3540,100279,House of Cards - Chapter 4,,2026-02-12T08:28:16.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T02:16:29.000Z,1320,100031,The Wonder Years - The Family Car,,2026-02-12T02:38:29.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T13:32:40.000Z,1440,100255,Friends - The One with Joey's Porsche,,2026-02-12T13:56:40.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T03:04:23.000Z,1440,100625,Seinfeld - The Junior Mint,,2026-02-12T03:39:57.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T17:19:38.000Z,1080,100275,Friends - The One Where They're Up All Night,,2026-02-12T17:37:38.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T00:01:20.000Z,2580,100561,The Mandalorian - Chapter 20: The Foundling,,2026-02-12T00:44:20.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T18:01:19.000Z,3420,100294,House of Cards - Chapter 19,,2026-02-12T19:26:50.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T03:50:15.000Z,3060,100370,Game of Thrones - Walk of Punishment,,2026-02-12T04:53:50.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T02:57:15.000Z,1200,100578,Seinfeld - The Heart Attack,,2026-02-12T03:28:27.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T04:21:16.000Z,4020,100146,Westworld - Well Enough Alone,,2026-02-12T05:28:16.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T01:30:55.000Z,1260,100157,Friends - The One with the Butt,,2026-02-12T02:07:11.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T21:07:46.000Z,2640,100433,Lost - Hearts and Minds,,2026-02-12T21:51:46.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T02:35:50.000Z,2040,100408,Game of Thrones - Dragonstone,,2026-02-12T03:09:50.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T04:25:47.000Z,900,100703,Seinfeld - The Little Kicks,,2026-02-12T04:40:47.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T12:14:31.000Z,900,100194,Friends - The One Where No One's Ready,,2026-02-12T12:29:31.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T18:05:50.000Z,3900,100137,Westworld - Parce Domine,,2026-02-12T19:10:50.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T23:31:49.000Z,1320,100733,Seinfeld - The Reverse Peephole,,2026-02-12T23:53:49.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T03:16:53.000Z,1380,100634,Seinfeld - The Bris,,2026-02-12T03:39:53.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T20:15:20.000Z,1140,100649,Seinfeld - The Fire,,2026-02-12T20:34:20.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T10:33:21.000Z,1440,100270,Friends - The One with Ross's Library Book,,2026-02-12T10:57:21.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T19:51:20.000Z,2280,100554,The Mandalorian - Chapter 13: The Jedi,,2026-02-12T20:35:52.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T14:52:15.000Z,1740,100036,The Wonder Years - The Powers That Be,,2026-02-12T15:21:15.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T19:11:37.000Z,3120,100281,House of Cards - Chapter 6,,2026-02-12T20:44:57.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T00:06:03.000Z,2760,100440,Lost - Do No Harm,,2026-02-12T00:52:03.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T00:53:41.000Z,1260,100598,Seinfeld - The Fix-Up,,2026-02-12T01:14:41.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T06:57:36.000Z,2940,100322,House of Cards - Chapter 47,,2026-02-12T08:06:00.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T08:42:47.000Z,1740,100088,The Wonder Years - Lunch Stories,,2026-02-12T09:11:47.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T19:56:59.000Z,3420,100318,House of Cards - Chapter 43,,2026-02-12T20:53:59.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T05:42:20.000Z,4020,100152,"Westworld - Que Será, Será",,2026-02-12T06:49:20.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T10:47:58.000Z,1380,100712,Seinfeld - The Comeback,,2026-02-12T11:31:02.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T01:18:39.000Z,2580,100453,Lost - Collision,,2026-02-12T02:01:39.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T03:49:37.000Z,2220,100451,Lost - Abandoned,,2026-02-12T04:26:37.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T01:55:57.000Z,1740,100098,The Wonder Years - Sex and Economics,,2026-02-12T02:36:24.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T16:12:49.000Z,1080,100711,Seinfeld - The Money,,2026-02-12T16:30:49.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T13:02:15.000Z,2100,100534,Lost - Happily Ever After,,2026-02-12T14:09:27.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T00:15:25.000Z,1200,100208,Friends - The One with the Morning After,,2026-02-12T00:49:53.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T16:44:04.000Z,4200,100151,Westworld - Metanoia,,2026-02-12T18:31:09.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T08:19:10.000Z,1620,100426,Lost - House of the Rising Sun,,2026-02-12T08:46:10.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T18:27:55.000Z,1620,100516,Lost - He's Our You,,2026-02-12T18:54:55.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T09:59:39.000Z,3180,100378,Game of Thrones - Two Swords,,2026-02-12T10:52:39.000Z
Show,rocky@rocky.com,5432,2026-02-12T04:09:09.000Z,3300,100358,Game of Thrones - The North Remembers,,2026-02-12T06:00:32.000Z
Show,rocky@rocky.com,5432,2026-02-12T17:45:30.000Z,1320,100624,Seinfeld - The Implant,,2026-02-12T18:07:30.000Z
Show,rocky@rocky.com,5432,2026-02-12T04:36:11.000Z,1320,100236,Friends - The One Where Phoebe Hates PBS,,2026-02-12T05:06:45.000Z
Show,rocky@rocky.com,5432,2026-02-12T07:30:40.000Z,1380,100227,Friends - The One with the Embryos,,2026-02-12T08:08:46.000Z
Show,rocky@rocky.com,5432,2026-02-12T16:58:22.000Z,1080,100653,Seinfeld - The Big Salad,,2026-02-12T17:29:30.000Z
Show,rocky@rocky.com,5432,2026-02-12T14:40:48.000Z,1320,100636,Seinfeld - The Non-Fat Yogurt,,2026-02-12T15:22:03.000Z
Show,rocky@rocky.com,5432,2026-02-12T13:18:17.000Z,3600,100304,House of Cards - Chapter 29,,2026-02-12T14:18:17.000Z
Show,rocky@rocky.com,5432,2026-02-12T09:31:58.000Z,3300,100316,House of Cards - Chapter 41,,2026-02-12T10:26:58.000Z
Show,rocky@rocky.com,5432,2026-02-12T03:26:42.000Z,2640,100517,"Lost - Whatever Happened, Happened",,2026-02-12T04:10:42.000Z
Show,rocky@rocky.com,5432,2026-02-12T05:08:22.000Z,1680,100027,The Wonder Years - Mom Wars,,2026-02-12T05:36:22.000Z
Show,rocky@rocky.com,5432,2026-02-12T20:41:12.000Z,1260,100190,Friends - The One with the Bullies,,2026-02-12T21:02:12.000Z
Show,rocky@rocky.com,5432,2026-02-12T13:55:53.000Z,1020,100572,Seinfeld - The Pony Remark,,2026-02-12T14:20:20.000Z
Show,rocky@rocky.com,5432,2026-02-12T02:37:01.000Z,1680,100070,The Wonder Years - The Wonder Years: Looking Back...,,2026-02-12T03:20:07.000Z
Show,rocky@rocky.com,5432,2026-02-12T16:32:53.000Z,960,100680,Seinfeld - The Hot Tub,,2026-02-12T16:48:53.000Z
Show,rocky@rocky.com,5432,2026-02-12T09:13:42.000Z,2940,100390,Game of Thrones - High Sparrow,,2026-02-12T10:02:42.000Z
Show,rocky@rocky.com,5432,2026-02-12T15:41:09.000Z,2640,100540,Lost - The End,,2026-02-12T16:25:09.000Z
Show,rocky@rocky.com,5432,2026-02-12T16:51:14.000Z,1500,100094,The Wonder Years - Broken Hearts and Burgers,,2026-02-12T17:16:14.000Z
Show,rocky@rocky.com,5432,2026-02-12T21:30:21.000Z,1740,100042,The Wonder Years - Faith,,2026-02-12T22:26:25.000Z
Show,rocky@rocky.com,5432,2026-02-12T15:53:16.000Z,3540,100280,House of Cards - Chapter 5,,2026-02-12T17:21:48.000Z
Show,rocky@rocky.com,5432,2026-02-12T17:24:13.000Z,2760,100525,Lost - LA X,,2026-02-12T18:10:13.000Z
Show,rocky@rocky.com,5432,2026-02-12T15:10:11.000Z,1320,100667,Seinfeld - The Beard,,2026-02-12T15:53:08.000Z
Show,rocky@rocky.com,5432,2026-02-12T13:21:20.000Z,1140,100643,Seinfeld - The Marine Biologist,,2026-02-12T13:48:10.000Z
Show,rocky@rocky.com,5432,2026-02-12T21:52:29.000Z,1380,100704,Seinfeld - The Package,,2026-02-12T22:15:29.000Z
Show,rocky@rocky.com,5432,2026-02-12T09:10:25.000Z,1380,100707,Seinfeld - The Chicken Roaster,,2026-02-12T09:33:25.000Z
Show,rocky@rocky.com,5432,2026-02-12T18:42:15.000Z,1980,100509,Lost - Jughead,,2026-02-12T19:15:15.000Z
Show,rocky@rocky.com,5432,2026-02-12T23:14:57.000Z,1080,100702,Seinfeld - The Bizarro Jerry,,2026-02-12T23:49:32.000Z
Show,rocky@rocky.com,5432,2026-02-12T01:44:56.000Z,1440,100220,Friends - The One with Joey's New Girlfriend,,2026-02-12T02:08:56.000Z
Show,rocky@rocky.com,5432,2026-02-12T23:58:43.000Z,2280,100544,The Mandalorian - Chapter 3: The Sin,,2026-02-13T01:22:23.000Z
Show,rocky@rocky.com,5432,2026-02-12T02:49:53.000Z,900,100742,Seinfeld - The Chronicle,,2026-02-12T03:04:53.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T13:21:57.000Z,1440,100605,Seinfeld - The Keys,,2026-02-12T13:45:57.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:47:25.000Z,1260,100211,Friends - The One with the Tiny T-Shirt,,2026-02-12T10:08:25.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:15:46.000Z,1260,100708,Seinfeld - The Abstinence,,2026-02-12T08:36:46.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:26:44.000Z,1740,100011,The Wonder Years - Just Between Me and You and Kirk and Paul and Carla and Becky,,2026-02-12T15:55:44.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T23:57:45.000Z,2580,100464,Lost - S.O.S.,,2026-02-13T00:40:45.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T21:39:45.000Z,2460,100513,Lost - The Life and Death of Jeremy Bentham,,2026-02-12T22:20:45.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:30:00.000Z,1440,100727,Seinfeld - The Merv Griffin Show,,2026-02-12T09:21:19.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T11:05:43.000Z,1740,100071,The Wonder Years - The Lake,,2026-02-12T11:34:43.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T18:14:12.000Z,1080,100204,Friends - The One with All the Jealousy,,2026-02-12T18:44:13.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:36:53.000Z,1380,100636,Seinfeld - The Non-Fat Yogurt,,2026-02-12T08:59:53.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T03:06:13.000Z,1740,100026,The Wonder Years - Wayne on Wheels,,2026-02-12T03:35:13.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:48:28.000Z,2580,100534,Lost - Happily Ever After,,2026-02-12T11:00:51.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T05:37:34.000Z,1740,100061,The Wonder Years - Courage,,2026-02-12T06:35:02.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T11:40:53.000Z,2040,100562,The Mandalorian - Chapter 21: The Pirate,,2026-02-12T12:36:14.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T14:11:23.000Z,2820,100386,Game of Thrones - The Watchers on the Wall,,2026-02-12T14:58:23.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T11:47:43.000Z,1440,100635,Seinfeld - The Lip Reader,,2026-02-12T12:24:47.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:56:18.000Z,1380,100269,Friends - The One with the Nap Partners,,2026-02-12T09:19:18.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T14:22:16.000Z,2640,100546,The Mandalorian - Chapter 5: The Gunslinger,,2026-02-12T15:06:16.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T03:34:58.000Z,3420,100118,Westworld - Chestnut,,2026-02-12T05:03:59.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T02:29:39.000Z,2760,100455,Lost - The 23rd Psalm,,2026-02-12T03:42:56.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T12:25:51.000Z,2520,100431,Lost - All the Best Cowboys Have Daddy Issues,,2026-02-12T13:07:51.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T07:12:45.000Z,1320,100729,Seinfeld - The Betrayal,,2026-02-12T07:34:45.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T20:24:29.000Z,3420,100317,House of Cards - Chapter 42,,2026-02-12T21:46:23.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T04:34:44.000Z,3180,100419,Game of Thrones - The Bells,,2026-02-12T05:27:44.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:27:57.000Z,2040,100458,Lost - The Long Con,,2026-02-12T10:01:57.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T03:51:00.000Z,1260,100593,Seinfeld - The Alternate Side,,2026-02-12T04:30:53.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T10:29:53.000Z,1320,100624,Seinfeld - The Implant,,2026-02-12T11:01:36.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T14:01:53.000Z,1320,100256,Friends - The One on the Last Night,,2026-02-12T14:37:10.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T11:40:44.000Z,2400,100451,Lost - Abandoned,,2026-02-12T12:20:44.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T23:08:30.000Z,1620,100082,The Wonder Years - Grandpa's Car,,2026-02-12T23:57:48.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T20:23:11.000Z,2460,100436,Lost - Outlaws,,2026-02-12T21:34:47.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T17:08:16.000Z,1380,100627,Seinfeld - The Handicap Spot,,2026-02-12T17:52:59.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:29:02.000Z,1800,100041,The Wonder Years - Night Out,,2026-02-12T15:59:02.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T23:00:53.000Z,1320,100579,Seinfeld - The Deal,,2026-02-12T23:22:53.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T16:37:41.000Z,1800,100109,The Wonder Years - Hulk Arnold,,2026-02-12T17:07:41.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T22:14:42.000Z,1020,100702,Seinfeld - The Bizarro Jerry,,2026-02-12T22:38:41.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:29:47.000Z,720,100591,Seinfeld - The Nose Job,,2026-02-12T09:41:47.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T23:23:55.000Z,4080,100127,Westworld - Journey into Night,,2026-02-13T00:31:55.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T14:42:48.000Z,2640,100507,Lost - Because You Left,,2026-02-12T15:26:48.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T04:35:57.000Z,3240,100383,Game of Thrones - The Laws of Gods and Men,,2026-02-12T05:29:57.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:28:31.000Z,3120,100413,Game of Thrones - Beyond the Wall,,2026-02-12T10:20:31.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T19:51:35.000Z,900,100176,Friends - The One with Phoebe's Husband,,2026-02-12T20:18:17.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T10:49:00.000Z,2220,100564,The Mandalorian - Chapter 23: The Spies,,2026-02-12T12:08:44.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T18:33:24.000Z,1380,100197,Friends - The One with Frank Jr.,,2026-02-12T18:56:24.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:37:47.000Z,3180,100343,House of Cards - Chapter 68,,2026-02-12T10:08:37.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T13:41:26.000Z,1740,100021,The Wonder Years - Square Dance,,2026-02-12T14:10:26.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T21:12:21.000Z,2760,100485,Lost - One of Us,,2026-02-12T22:33:31.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T10:34:09.000Z,2280,100488,Lost - The Brig,,2026-02-12T11:12:09.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:36:26.000Z,3600,100324,House of Cards - Chapter 49,,2026-02-12T17:15:07.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:26:21.000Z,3240,100152,"Westworld - Que Será, Será",,2026-02-12T17:04:23.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T10:29:53.000Z,780,100735,Seinfeld - The Strongbox,,2026-02-12T10:42:53.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T06:50:54.000Z,1680,100105,The Wonder Years - New Years,,2026-02-12T07:18:54.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T22:19:50.000Z,2640,100518,Lost - Dead Is Dead,,2026-02-12T23:48:44.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T12:20:34.000Z,1740,100012,The Wonder Years - Pottery Will Get You Nowhere,,2026-02-12T12:49:34.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:39:07.000Z,3360,100277,House of Cards - Chapter 2,,2026-02-12T09:35:07.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T22:27:12.000Z,3180,100332,House of Cards - Chapter 57,,2026-02-12T23:20:12.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T12:11:40.000Z,1260,100617,Seinfeld - The Airport,,2026-02-12T12:42:36.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T13:06:29.000Z,1920,100522,Lost - The Incident,,2026-02-12T14:02:11.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:37:48.000Z,3360,100360,Game of Thrones - What Is Dead May Never Die,,2026-02-12T10:33:48.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:29:51.000Z,2160,100547,The Mandalorian - Chapter 6: The Prisoner,,2026-02-12T16:50:54.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T11:27:22.000Z,2580,100479,Lost - Tricia Tanaka Is Dead,,2026-02-12T12:10:22.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T14:08:42.000Z,3360,100356,Game of Thrones - Baelor,,2026-02-12T15:04:42.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T00:17:09.000Z,2580,100440,Lost - Do No Harm,,2026-02-12T01:03:41.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T04:42:43.000Z,2640,100455,Lost - The 23rd Psalm,,2026-02-12T05:39:28.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T02:45:14.000Z,3420,100367,Game of Thrones - Valar Morghulis,,2026-02-12T04:28:35.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:19:00.000Z,2640,100448,Lost - Orientation,,2026-02-12T16:48:02.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T17:44:05.000Z,960,100167,Friends - The One with All the Poker,,2026-02-12T18:14:03.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T01:41:42.000Z,2040,100349,Game of Thrones - Winter Is Coming,,2026-02-12T02:29:01.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T17:15:25.000Z,3360,100375,Game of Thrones - Second Sons,,2026-02-12T18:11:25.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T17:57:43.000Z,2640,100515,Lost - Namaste,,2026-02-12T18:41:43.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:41:48.000Z,840,100183,Friends - The One with the Lesbian Wedding,,2026-02-12T16:06:53.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:08:07.000Z,960,100619,Seinfeld - The Movie,,2026-02-12T08:24:07.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T17:36:56.000Z,3300,100330,House of Cards - Chapter 55,,2026-02-12T18:31:56.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T05:59:02.000Z,2580,100495,Lost - The Economist,,2026-02-12T06:42:02.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T23:21:22.000Z,1440,100677,Seinfeld - The Postponement,,2026-02-13T00:04:33.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T11:36:34.000Z,1080,100430,Lost - Raised by Another,,2026-02-12T12:08:57.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T02:19:35.000Z,2220,100497,Lost - The Constant,,2026-02-12T02:56:35.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T04:12:31.000Z,1320,100174,Friends - The One with the Breast Milk,,2026-02-12T04:43:07.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T05:26:32.000Z,1200,100738,Seinfeld - The Bookstore,,2026-02-12T06:08:46.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T22:56:34.000Z,1440,100210,Friends - The One with the Hypnosis Tape,,2026-02-12T23:20:34.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T05:03:06.000Z,1020,100229,Friends - The One with Joey's Dirty Day,,2026-02-12T05:32:20.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:53:29.000Z,2280,100511,Lost - This Place Is Death,,2026-02-12T10:31:29.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T17:06:48.000Z,1320,100579,Seinfeld - The Deal,,2026-02-12T17:34:15.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T11:35:07.000Z,1320,100209,Friends - The One Without the Ski Trip,,2026-02-12T12:12:02.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T20:34:01.000Z,1620,100097,The Wonder Years - Scenes from a Wedding,,2026-02-12T21:01:01.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T04:51:04.000Z,1320,100174,Friends - The One with the Breast Milk,,2026-02-12T05:13:04.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T14:24:27.000Z,2640,100445,Lost - Exodus (Parts 2 & 3),,2026-02-12T15:08:27.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T02:32:55.000Z,1740,100009,The Wonder Years - Christmas,,2026-02-12T03:17:33.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:31:25.000Z,1440,100657,Seinfeld - The Gymnast,,2026-02-12T15:55:25.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T16:18:41.000Z,1680,100095,The Wonder Years - Homecoming,,2026-02-12T17:02:37.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T04:05:31.000Z,1740,100030,The Wonder Years - Odd Man Out,,2026-02-12T04:49:47.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T10:28:51.000Z,1320,100153,Friends - The One with the Sonogram at the End,,2026-02-12T11:07:49.000Z
Show,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:13:31.000Z,1680,100019,The Wonder Years - Birthday Boy,,2026-02-12T15:41:31.000Z
